ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
492,Tina,Gonzalez,1989-06-09,Femenino,"6048 Ross Junction
Port Markport, ID 37472",+1-967-465-2025,brooke53@example.net,Comptroller,adMInistrAción,2021-03-24,a tieMPo PArcial,RotAtIvo,Carlos Gibson,En LIcEnciA
493,James,Morales,1998-02-16,Femenino,"5502 Gomez Summit Apt. 982
Friedmanport, WI 31595",001-266-420-8981x90553,sabrina54@example.com,Town planner,LOGíStIca,2022-06-02,A tiEMpo pArCIAl,roTATiVo,Jermaine Jenkins,EN LicENCIA
494,Amy,Collins,2000-09-18,Femenino,"987 Carpenter Groves
Ericton, IN 99223",001-340-486-9127x131,kpeters@example.net,"Editor, magazine features",LOGíStIcA,2018-04-22,a tiemPO ParcIal,RotAtIvo,Meghan Mills,EN licEnCia
495,Kimberly,Lopez,1960-12-06,Masculino,"468 Dixon Stravenue Apt. 690
Port Eric, CO 30898",001-819-964-4885x04523,santosryan@example.com,Quarry manager,AdmINiSTRACIÓn,2023-08-24,tEmporAl,RoTATiVo,Nicholas Scott,En LIceNcIa
496,Vicki,Ford,1993-01-25,Masculino,"065 Courtney Turnpike
West Nicolas, MN 69679",2313204708,jonathanstephenson@example.com,Careers information officer,adMiNIStRaCIóN,2019-07-04,A tiEmPO PArCIaL,DIuRNO,Katherine Sullivan,retirAdo
497,Angela,Morris,1959-03-30,Femenino,"347 Robbins Brooks Suite 688
Richmondhaven, NE 56071",464.251.6658,lmayer@example.net,"Education officer, museum",MANTENImIENTo,2021-02-18,TEmPORaL,nOCtURnO,Carla Sampson,aCtivO
498,Gina,Mcpherson,1995-03-09,Femenino,"399 Osborne Plaza
Patrickhaven, WI 73317",863-774-7975,craigashley@example.org,Pathologist,prODUCCIón,2018-02-16,A TIEmPO PARCIaL,diuRNO,Matthew Richmond,rEtIradO
499,Bobby,Howard,1991-04-29,Femenino,"8858 Charles Locks
West Paulfort, KS 95275",001-978-779-0850,brianmartinez@example.net,Magazine features editor,logÍstIcA,2016-07-10,pERmANENtE,ROTativo,Nicole Ortiz,ReTiRaDo
500,Joshua,White,1995-01-13,Masculino,"Unit 9057 Box 5316
DPO AE 45935",344-826-9548x43362,jeremiah80@example.org,Clinical molecular geneticist,AdMiNistracIón,2021-01-29,TeMPOraL,DIURNO,Brittany Romero,EN liceNcIA
501,Amber,Fischer,1971-06-01,Femenino,"73761 Rickey Junctions Suite 945
North Josephside, GU 32439",512-644-1011x0859,qhartman@example.com,Animal nutritionist,pRODuCCión,2021-08-30,A tIempo paRciAL,nOcTuRNO,Rebecca Marsh MD,retirADO
502,Amanda,Ortiz,1967-12-20,Masculino,"3197 Rhodes Green Suite 230
Goodwinfort, GU 71223",238.491.5847,jessicarogers@example.net,Astronomer,ManTenImiENTO,2014-08-27,A TiEMpo pARciAL,nOCTUrNo,Jennifer Mckay,eN liCencIA
503,Melanie,Joseph,1981-07-31,Masculino,"2667 Christopher Pines Suite 861
Stephaniemouth, PR 31515",(326)782-1168,velezjerry@example.com,"Surveyor, building",MANtenimIeNtO,2021-08-26,A TiEMPO parCIaL,NocTurNo,Melissa Navarro,eN LICENCiA
504,Sabrina,Roberts,2004-07-08,Masculino,"393 Kelly Tunnel Apt. 768
Ebonyton, FM 00643",884-800-1782x80165,coopertroy@example.net,Orthoptist,lOGÍStICa,2017-06-09,a TIEMpO pARCiAL,nOcTurnO,Debra Elliott,ACTivO
505,Mackenzie,Taylor,1968-08-29,Masculino,"58333 Pena Glen Apt. 481
Rodriguezville, FM 98339",631.857.4242x377,buckleymarcus@example.net,Social researcher,aDmINIstrAciÓn,2016-08-27,PeRmAneNTE,dIuRNo,Brenda Lewis,ReTIRADO
506,Cynthia,Gilbert,1991-07-14,Masculino,"96246 Benjamin Ford
Edwardville, ME 14360",+1-271-579-8604,wpatterson@example.org,Environmental education officer,pRoDUCcIÓn,2017-10-28,a TIemPO ParciAl,noctuRNO,Deborah Maxwell,en lICenCia
507,Megan,Patrick,1976-10-09,Femenino,"3082 Jodi Springs
North Robertfort, DC 72848",906.500.7885x3067,kgoodwin@example.com,"Secretary, company",cALiDad,2020-07-20,TemPoRaL,DIurnO,Robert Thomas,aCTivo
508,Brandon,Russo,1959-01-01,Masculino,"126 Shirley Pine
Donnaview, AL 20611",001-484-608-3644x4861,johnsonhenry@example.com,Magazine features editor,lOgÍsticA,2021-09-18,tEMPORaL,DIurno,Alicia Luna,eN LIcENCIA
509,Michael,Davis,1986-10-26,Masculino,"7083 Rodriguez Circles Apt. 725
Riceburgh, IN 65406",946-904-9456x135,annette56@example.org,Cabin crew,aDminIstracióN,2018-04-11,a TIEmpo ParcIAL,nOCtUrnO,Holly Cox,en LIcEnCIa
510,Phillip,Benson,2003-02-25,Femenino,"020 White Spur
Nathanville, GA 25131",+1-740-686-0285x638,walkerruth@example.org,Advertising copywriter,MANTEnIMiEnto,2016-07-21,A TIEMPo pArcial,rOtAtIvO,Pamela Alexander,ActIvo
511,Anthony,Williams,1985-01-24,Masculino,"604 Lambert Village
Davidton, WI 88973",001-232-230-3519,smithdominique@example.com,Regulatory affairs officer,PRODucCIÓn,2023-08-11,A tIeMpO PArCial,roTatiVo,Clayton Ruiz,aCTIvo
512,Christopher,Jackson,1986-03-02,Femenino,"Unit 3404 Box 2535
DPO AA 91880",580-206-9504x05502,kelly83@example.net,Information officer,aDMiNIsTRaCióN,2018-07-10,pErMANeNTe,nOCTuRNO,Victoria Smith,en LiCENCIA
513,Alexandra,Walker,1982-05-05,Femenino,"USNV Reyes
FPO AP 71102",001-886-304-9542x0500,tylermcgrath@example.net,Games developer,mAnTEnimIENTo,2017-09-11,a TIEmpo PArCIal,ROtaTivO,Lindsey Maddox,ReTIradO
514,Renee,Petty,2001-11-10,Femenino,"2742 Hernandez Square
Woodport, GA 96726",001-232-348-4800x419,montessamantha@example.org,Forensic scientist,calIdaD,2015-05-31,TEmPoRAl,NoctURNo,Joshua Cochran,en lICEnCia
515,Ryan,Garner,1968-07-27,Masculino,"912 Bell Mill
Martinezfort, TX 31314",639-358-0722x49839,umcmillan@example.com,Hydrogeologist,cAliDad,2023-09-29,a tiEMPO pArcIAL,NOcTUrNo,Jason King,aCtIvO
516,Jeffrey,Ball,1995-08-18,Masculino,"4209 Weeks Junctions Suite 657
Cartermouth, NE 35508",001-223-656-9628x96053,anthonylandry@example.org,"Pharmacist, community",maNteniMienTo,2022-10-02,TEMPoRAL,DIurNO,Mark Cunningham,rEtiRAdo
517,Victoria,Lewis,1976-12-31,Femenino,"4857 Little Loaf Apt. 122
Jillfurt, CT 85135",580-689-8024x5983,stephen98@example.com,"Radiographer, therapeutic",PRODuCCióN,2018-01-01,a TIEMPo PArcIAl,dIURnO,Alison Fox,AcTiVo
518,Oscar,Keith,1978-03-08,Femenino,"422 John Landing
Gomezmouth, ND 74702",+1-928-410-3560x697,johnsonjohn@example.org,Planning and development surveyor,maNTENiMIentO,2018-01-14,a tiempO PaRciAL,NoctURNo,Nicole Curry,EN lICenciA
519,Jason,Smith,1974-09-02,Femenino,"865 May Lock Apt. 880
Pattersonburgh, IL 02269",922-476-1891,blawrence@example.com,Nature conservation officer,maNTenImienTo,2021-04-19,teMPoral,DiurNo,Michelle Mitchell,ReTirado
520,Kelsey,Miller,1971-04-25,Femenino,"1043 Sanders Mountain Apt. 318
Angelastad, AS 45813",329.670.2075x231,moorerobert@example.com,Pathologist,calidAd,2015-03-26,a tiEmPO parcIaL,nOCTurNO,Michael Jimenez DDS,RETirADO
521,John,Gutierrez,1971-10-10,Femenino,"PSC 6415, Box 3287
APO AP 07064",(264)667-3676,deanna09@example.org,Phytotherapist,MAnTEnImIenTo,2018-07-24,perMAnENtE,dIUrnO,Katelyn Bullock,en LiCencIA
522,Rickey,Richard,1987-11-21,Femenino,"01091 Hopkins Islands Apt. 015
West Amanda, AS 50127",626-798-1849,kristin00@example.net,Midwife,caLidaD,2018-03-02,tEmporAl,RoTaTIVo,Jack Hess,ACtIvo
523,Mary,Wagner,1984-12-22,Masculino,"64675 Ramirez Squares
North Erinbury, FM 65617",001-744-611-5189x650,lgray@example.com,"Engineer, biomedical",ADMInisTRACióN,2018-09-23,A tiempo pArcIal,NoCTURno,Amy West,En LICeNcIa
524,Catherine,Moss,1990-12-30,Femenino,"909 Holland Pike Apt. 524
West Alyssaville, NH 15325",+1-976-438-0351,sean15@example.com,Risk manager,adMiniSTrAciÓn,2015-01-14,pERmAnEnTe,dIuRno,Christina Martinez,rEtIradO
525,Anna,Jimenez,1959-07-19,Masculino,"8863 Mary Cliffs Apt. 749
Jenniferberg, NE 98672",858.760.3697,gsmith@example.net,Freight forwarder,ADMiNISTrAcIÓn,2017-03-17,pErMAnENTE,diURno,Jacob King,REtiRadO
526,Phillip,Schmidt,1994-10-22,Femenino,"5665 Sarah Mountains
West Francisco, FL 69883",+1-719-336-6575x09877,elliottbailey@example.org,"Administrator, Civil Service",AdMiNistRacióN,2018-08-30,peRmAnEnTe,noctURNO,Corey Collins,en lIcENCiA
527,Alexa,Wilson,1982-05-07,Masculino,"657 Martinez Overpass
North Heatherberg, PR 44062",273-506-2607,jdyer@example.com,Production manager,cAlidAd,2022-06-14,TEMpOrAl,NOctUrNO,Regina Olsen,aCtIVO
528,Donna,Callahan,1959-04-24,Masculino,"Unit 6855 Box 9457
DPO AA 33798",(972)271-6996x6357,heathercoleman@example.org,Economist,MaNTEnimienTO,2022-02-27,TeMpoRaL,ROtatIVO,Joseph Green,RETirAdO
529,Mark,Murphy,2002-08-05,Masculino,"29377 Franklin Orchard
Nortonborough, NM 48754",2778549234,jacobsonjeffrey@example.net,Contracting civil engineer,ProDUcCIón,2022-07-31,TeMporAL,ROTAtIVo,Erica Jones,AcTIVo
530,Patricia,Knight,1980-10-15,Femenino,"512 Gutierrez Street
Port Katherine, NH 29794",001-564-837-5153,katrina53@example.com,Veterinary surgeon,PrOdUcción,2021-01-13,PErmanenTe,Diurno,Christopher Sampson,ACtiVO
531,Andrew,Rice,1996-10-06,Femenino,"1894 Gray Dam Apt. 763
South Diane, GU 80435",7335268458,martincindy@example.org,Management consultant,CaLidAd,2024-05-16,TeMporal,ROtativo,Robert Steele,ReTiraDo
532,Dana,Barr,1990-10-19,Masculino,"09845 Brandy Island
Lisastad, LA 93438",424-425-7875x77116,brownbeverly@example.net,Community arts worker,ProDucCIÓn,2023-12-17,a TIeMpo parCIal,DIUrNO,Ronald Kramer,rEtIRADO
533,Shawn,Turner,1984-10-15,Masculino,"779 Jones Rest Apt. 495
Vasquezshire, WA 72626",001-395-846-1564x231,jamie40@example.org,"Education officer, community",PrODUCCiÓN,2015-12-11,A TIempo pArcIaL,NoCtUrNo,James Mayer,AcTIVo
534,Carrie,Carter,1980-02-13,Masculino,"974 Ashley Plaza
Monicabury, AL 88412",001-526-257-7138x43409,riossteven@example.net,Herbalist,ProDUcCIóN,2022-11-27,TempoRal,ROtATiVo,Patricia Ball,RetiradO
535,Roger,Ramirez,1987-04-15,Femenino,"25675 Ross Gateway
Erinshire, IN 56497",001-990-279-8362x73838,hurleyfrancisco@example.org,Information officer,mAnTENiMiENTO,2016-09-30,a tIEMpo parcIaL,DiURNo,Kenneth Arias,retirADo
536,Alicia,Smith,1967-04-12,Masculino,"6276 Ramos Dale Apt. 909
Brownberg, WA 32159",991.394.0284x1199,deniseatkinson@example.org,Radio producer,maNTenIMiENTO,2020-06-14,a tieMpO Parcial,dIuRno,John Reynolds,En lIcenciA
537,Timothy,Smith,1973-01-08,Femenino,"2331 Nguyen Pike
South Amyberg, IL 28756",639-967-0377,johnsonlauren@example.net,"Geneticist, molecular",lOGíStiCA,2016-01-21,A TIempo paRciAL,nOCtuRNo,Dylan King,rEtIRado
538,Robert,Mora,1993-05-25,Femenino,"6167 Briana Lake Suite 345
Snyderchester, FL 37775",849-211-4053x77683,drodriguez@example.org,Restaurant manager,MAnTeniMIENto,2017-05-28,PerMANeNte,noCTurnO,Russell Adams,actiVo
539,Rebekah,Hickman,1980-09-18,Masculino,"3626 Samantha Via
North Vanessashire, NC 16082",001-916-876-6307x849,pettyallison@example.org,Software engineer,lOGísTIcA,2018-10-06,tEMpORal,rotATivO,Michael Romero,reTIrAdO
540,Karen,Jordan,1983-03-19,Femenino,"2314 Darren Plains Apt. 119
Mccallside, OR 35148",498-502-2937x8553,krystaldavid@example.org,"Investment banker, corporate",adMiniStRACIón,2020-06-12,a TIEMPo PARciaL,rotaTivO,Christopher Whitehead,reTIrAdO
541,Michael,Jones,1983-06-14,Masculino,"7548 Fisher Radial
South Larry, AS 68281",8782750621,michellemoore@example.com,Local government officer,LOgíSTiCA,2021-05-24,teMporal,NOctURnO,Joseph Carey,AcTiVo
542,Angela,Garcia,1982-07-29,Femenino,"026 Lisa Lake Apt. 227
West Jasmineshire, IL 34526",(742)337-8064x624,jamescastillo@example.net,Land,prOdUCcióN,2023-01-07,perManENte,rOtAtivo,Joshua Lindsey,En lICencIA
543,Sarah,Sanchez,1969-10-08,Femenino,"647 Coleman Route Suite 499
Lake Jeffreystad, MD 68663",001-883-252-5445x3381,markbrown@example.net,"Engineer, manufacturing",logÍstICa,2019-03-10,tempoRAL,dIuRnO,Derrick Ashley,ACtIVO
544,Tina,Frey,1961-06-14,Femenino,"USS Gordon
FPO AA 92135",350.756.0138,brookeroberts@example.com,Art gallery manager,CAliDaD,2016-07-21,pErMANenTE,rOtAtiVo,Kelly Moyer,ACTiVo
545,Evan,Reynolds,1965-06-04,Masculino,"135 Stevenson Points Suite 113
Howardland, CA 24253",+1-255-423-2311x927,daniel72@example.com,"Copywriter, advertising",cAlidAd,2020-05-30,peRmANEntE,dIurNo,Mary Douglas,en LIcENcIA
546,Albert,Kaiser,1972-12-27,Femenino,"4920 Debra Summit
Port Nicoleview, SC 23913",410.514.8046x4105,qgarcia@example.org,Hospital pharmacist,cALIdad,2023-03-09,teMPoral,rOTAtiVO,Daniel Mitchell,reTIRAdO
547,Eileen,Hampton,1996-07-04,Femenino,"6009 Green Junctions
Diazstad, DE 97581",(473)548-8066x0690,shawanna@example.com,"Investment banker, corporate",proDuCCIÓN,2020-10-11,tempORAl,noCTUrNO,Katie Sampson,rEtiRADO
548,Nicole,Roberts,1987-06-14,Femenino,"252 Mitchell Loop
Lake Lori, MP 14597",+1-795-916-1052,phillipsfrank@example.org,Therapeutic radiographer,mantENImiENTO,2019-12-11,PeRmaNEnTE,NocTuRno,Sierra Rodriguez,en LICENCiA
549,Robin,Mills,1977-03-02,Femenino,"8379 Palmer Land Apt. 579
Derekport, CT 36683",(214)243-3096,nroach@example.org,Brewing technologist,mANtEniMiENtO,2017-04-17,TemPORAl,dIURno,Jason Mcgee,aCtIvo
550,Sharon,Jenkins,1997-05-10,Femenino,"12751 Nathan Port
Joshuaborough, OK 93733",(320)774-6127,meganabbott@example.net,Community pharmacist,prODuCcIÓn,2023-03-07,PErMANEnte,ROTaTIvo,Bianca Crosby,retIradO
551,Emily,Gallegos,1964-02-03,Femenino,"2173 Brewer Causeway Suite 319
Colemanfurt, TX 62005",+1-210-602-5265x953,jonathansmith@example.net,"Therapist, speech and language",PrODuCcIóN,2023-10-01,PErMaNENte,DIURNo,Kimberly Stevenson,rEtIrADO
552,Natalie,Copeland,1970-05-15,Femenino,"36679 Rodriguez Ports Suite 125
Martinfort, AL 82440",001-825-223-9068x0214,hbarrett@example.net,Health promotion specialist,cAliDAD,2019-06-26,pErMaNEnTE,NocTURNO,Robert Kelly,RETIRaDo
553,Jeremiah,Woodward,1968-07-16,Femenino,"7492 Maria Port Apt. 252
Luisstad, FM 11593",878-928-3488,johncohen@example.com,Dispensing optician,LoGÍSTIca,2022-12-25,A TieMPO PArcIAL,dIUrno,Tony Schroeder,eN LIceNcIa
554,Jasmine,Owens,2001-07-07,Femenino,"9817 Phillips Point Apt. 057
Ryanbury, OH 10571",840-939-8414x0554,mmedina@example.org,Control and instrumentation engineer,LOgÍSTIcA,2016-07-27,pERManENtE,ROtativO,Brandon Martin,rETIraDO
555,Anthony,Perez,1988-10-01,Masculino,"44814 Villa Shoal Suite 416
Velasquezburgh, CT 54137",262.230.7552,shawn31@example.org,Ranger/warden,MantENiMIEnto,2017-11-08,pERManentE,nocTurno,Emily Richards,AcTIvO
556,Michael,Fleming,2000-12-17,Masculino,"7423 Theresa Turnpike Apt. 973
Mitchellland, AS 43602",001-937-498-8051,rickgallegos@example.net,"Merchandiser, retail",CAlIDaD,2023-09-07,A tIEMpo pARciAL,roTatiVo,Annette Higgins,RetIRADO
557,Corey,Barnes,1971-12-07,Masculino,"09732 Michael Ville Apt. 483
Kristenside, NY 84628",+1-513-989-7922,dwilliams@example.com,Learning mentor,pRoduCción,2022-06-19,a tIeMpO PArciAL,rOTativO,Benjamin Decker,actIvO
558,David,Davis,1985-07-01,Masculino,"59925 Kaitlin Loaf
Marissaland, HI 87394",(287)650-7256,pmorton@example.com,Therapeutic radiographer,PRODuccIÓN,2018-01-31,teMporAL,ROtAtIvO,Joanna Buchanan,ACtivo
559,Megan,Fernandez,1966-06-28,Femenino,"07785 Vicki Bridge Apt. 529
New Brianmouth, MO 17022",609.597.8263x7629,derrick04@example.com,Veterinary surgeon,MantENiMieNTO,2018-01-12,PeRMANEnTe,DiUrNo,Susan Lang,REtIRAdO
560,Daniel,Humphrey,2003-05-11,Masculino,"143 Gary Plains Suite 189
North Allenmouth, NH 64239",001-675-921-3194,ekrause@example.net,Cartographer,cALidAD,2022-12-02,a tiemPo pARCiaL,ROtatiVo,Andrea Hebert,activo
561,Courtney,Ramirez,2002-07-26,Masculino,"799 Smith Extension
Woodwardland, KY 56289",248.786.6461,palmerjeffrey@example.net,"Librarian, academic",pRoduCCióN,2016-04-06,A TIemPo PARCiaL,roTaTiVo,Michael West,En LicenCIa
562,Timothy,Stevens,1988-03-02,Femenino,"479 Williams Forest
Lindaville, VI 24301",6172517912,amanda72@example.net,Music tutor,ProducCIóN,2016-03-11,PeRmANeNTe,nocTURno,Jerome James,ACtiVo
563,Suzanne,Chavez,1976-12-24,Femenino,"933 Reyes Stream
New Stephanieshire, CO 67243",962.509.3949,foneill@example.com,"Surveyor, minerals",maNTenimieNtO,2018-11-19,PerMAnEnTe,DIUrNo,Timothy Kim,retirAdo
564,Joshua,Baker,1992-05-01,Masculino,"1506 Bell Manor Suite 686
South Tiffanyville, WV 14624",(453)767-1425,vdodson@example.net,Historic buildings inspector/conservation officer,lOGíStiCA,2021-10-23,PermAnenTE,RotatIVO,Carolyn Kaiser,en LicENciA
565,Joshua,Wilson,1982-07-14,Femenino,"7091 Shannon Views
Gregshire, TN 71593",(888)380-3875x022,tracey40@example.org,Race relations officer,aDminIstRaCióN,2015-03-03,a TiEMpo parcIaL,DiurNO,Jordan Mooney,aCTIVo
566,Kevin,Lee,1960-02-14,Femenino,"20285 Cassandra Lodge Suite 803
South Adam, NH 03225",(968)751-6247x334,twatson@example.com,Higher education lecturer,lOGÍStIca,2016-04-24,a TIEMPo PARcIaL,dIUrno,Jason Johnson,AcTiVo
567,Dylan,Mcdonald,1988-06-21,Femenino,"PSC 1581, Box 5594
APO AE 80943",+1-458-561-5678x0983,jonathon78@example.net,Office manager,CAlIdAD,2016-10-30,a tiEmPO parciAl,NOCtuRnO,Gabriel Harvey,en lICENcia
568,Megan,Rojas,1978-05-10,Masculino,"0308 Mathew Shoal Suite 221
East Kimberlyland, AK 57823",809.679.7935,pricemary@example.com,"Nurse, mental health",CalIdad,2014-09-23,A tiempO parciAl,ROtAtiVo,Laura Nguyen,En LIcEnCia
569,Brandon,Hernandez,1974-03-25,Femenino,"420 Franklin Way
New Amyshire, NM 71385",001-810-939-6812,tcole@example.org,Stage manager,ADMINISTRaCiÓn,2020-07-06,A tIEMpO pArCIaL,nOctUrno,Sheila Arnold,rEtIrAdO
570,Rachel,Jones,1995-05-10,Femenino,"55802 Jeffrey Alley
New Chaseborough, AR 49353",923.296.1008x788,mark97@example.org,Theatre director,MANteniMiento,2021-10-12,PErMAnenTE,ROTatIvo,Sarah Vincent,REtiraDO
571,Billy,Hines,1964-03-09,Femenino,"7408 Joanne Springs Suite 061
North Spencer, DE 82352",+1-845-305-3533x65024,meganjones@example.net,"Therapist, speech and language",MaNtENimieNtO,2016-10-05,A TIEMpo paRCiAL,ROTaTIvo,Alexander Turner,RETirADO
572,John,Carter,1996-02-09,Femenino,"64440 Morgan Forest Suite 004
East Anthony, VT 45632",791.430.0979,zrodgers@example.org,Toxicologist,CaLIdad,2014-10-14,PErMAneNte,ROTAtivo,Jose Erickson,RETIRAdo
573,John,Bartlett,1967-12-11,Femenino,"70636 Denise Locks Apt. 930
South Jonathanstad, MP 52252",396-581-3653x360,mfowler@example.com,Company secretary,loGístIcA,2021-05-11,TemPOrAL,rOtaTIvO,Ashley Hernandez,en lICENCIa
574,Angela,Weaver,1988-05-26,Masculino,"172 Thomas Glen
Donaldborough, AZ 31233",+1-495-297-0959x4640,stacey49@example.net,Planning and development surveyor,prodUcCiÓN,2022-05-15,a tIEmPO ParCiAl,rotativO,Kevin Johnson,eN licEnciA
575,Hannah,Garcia,2006-03-24,Femenino,"96558 Pennington Inlet Apt. 972
Gonzalezchester, KS 36561",813.777.4665,opatterson@example.net,"Psychologist, occupational",manTenimIeNtO,2022-04-09,a tIEmpo pARCial,dIUrnO,Jonathan Turner,EN licENCiA
576,Eric,Morgan,2000-11-22,Masculino,"689 Pearson Center
Lake James, OR 32987",+1-312-960-5747x44729,barreragilbert@example.org,Records manager,aDmINistraciÓN,2019-09-04,a tiEmpO ParCIAL,RoTatIVO,James Cook,rETIRAdo
577,Anthony,Lyons,1960-11-01,Femenino,"3806 Guzman Keys Apt. 407
Elaineville, AZ 39676",482-471-4033,jonathan04@example.org,Neurosurgeon,pRodUcCiÓN,2021-04-28,perMaNeNTe,nocTURNO,Maria Bass,EN licenCiA
578,Lisa,Ball,1984-09-04,Masculino,"88535 Andrew Spur Suite 684
Julieside, RI 91926",(900)870-4784,brandievans@example.org,Materials engineer,CALIdad,2014-10-13,pErmANENtE,DiuRNO,Adrian Garcia,AcTIVO
579,Eric,Guerrero,2005-05-22,Femenino,"522 Ashlee Drive
Padillashire, MH 01842",+1-246-268-7149x476,shawchristopher@example.org,Actor,AdminisTRaCióN,2018-03-19,tEMpOraL,ROTAtiVo,Nicholas Lowe,EN LiCENCia
580,Erica,Rivera,1997-06-06,Masculino,"064 Nathan Lodge
Roberttown, OK 16978",(755)824-4908,xwong@example.net,"Teacher, primary school",proDucCIÓN,2024-03-13,teMpoRAL,DiURno,James Graham,rEtIRado
581,Alicia,Johnson,1981-08-06,Femenino,"464 Collins Crossroad Suite 101
New Donaldside, VI 62664",(992)590-3807,amberwilson@example.com,"Teacher, special educational needs",MAnTEnImieNTO,2024-02-20,PERmAneNtE,nocTuRNo,Hector Mercer,RetIRADo
582,Kaitlin,Garcia,1986-05-27,Femenino,"1612 Sarah Divide Suite 648
Heiditon, MN 27765",738.541.1999,gregggoodman@example.net,Event organiser,ADMinIstRaCiÓn,2016-04-03,TeMpORAl,diURno,Kim Bray,eN licEncIa
583,Betty,Kelley,1969-02-13,Femenino,"813 Baker Shore Apt. 814
Lake Karen, VA 62080",001-771-944-5321x5146,karenharrison@example.com,Special educational needs teacher,mAnTENImIenTO,2017-03-22,tempOral,ROtatIvO,Nicole Lopez,reTirado
584,Robert,Randall,1965-09-13,Femenino,"PSC 1163, Box 8183
APO AE 27455",(604)754-5547x04138,bwebster@example.org,Professor Emeritus,adMiniSTRACIóN,2022-11-07,TeMpoRAL,NOcTURno,Erin Miller,RETiRADo
585,William,Walters,1971-09-10,Masculino,"47503 Christian Valleys Suite 769
South Brandonshire, MH 19658",+1-340-638-7806x7162,gmiller@example.com,Intelligence analyst,AdmiNIStraCiÓn,2019-08-20,tEmPorAl,roTAtIvO,Joseph Mullins,ACTIvO
586,Deborah,Young,1997-11-13,Femenino,"35020 Vargas Loop
Lake Susanstad, FL 05325",959.382.2114,gonzalesjean@example.com,Trade union research officer,AdMiniStrAcióN,2020-11-28,a tiempO pArCIAl,DIURnO,Michael Walker,actiVO
587,Wendy,Hoffman,1961-10-09,Masculino,"PSC 0715, Box 9872
APO AE 52275",256-875-1593x6641,frank50@example.net,Insurance account manager,MANtEnimiEnTO,2019-05-28,TEMporAl,noCtURNO,Dr. Elizabeth Allison,RETiRAdo
588,Yolanda,Nelson,1984-12-27,Masculino,"9839 Elizabeth Island
Paigefurt, AL 71066",5155166381,paul10@example.com,"Administrator, charities/voluntary organisations",mANTEnIMIentO,2021-09-18,a tIEMPo ParCiAl,diurNo,Daniel Jordan,ActiVO
589,Monica,Baker,1980-03-25,Masculino,"4827 Dale Plaza Apt. 672
Danielchester, NC 57286",001-321-512-7892x903,duffymatthew@example.org,"Scientist, research (medical)",PRoDUCción,2016-01-05,pErmanente,DIURnO,Kathleen Mckenzie,eN liCenciA
590,Jeremy,Aguilar,1981-09-08,Femenino,"2795 Wiley Row
Lake Melanie, OH 43012",001-210-404-2706x29520,umurray@example.org,"Therapist, occupational",AdmInIsTraciÓN,2023-04-21,A TiemPO ParcIaL,NOcTUrNO,Chelsea Foley,activO
591,Antonio,Wallace,1990-04-06,Masculino,"Unit 9557 Box 1061
DPO AE 27067",001-835-685-4288x448,katrina67@example.net,Secretary/administrator,MANTENiMienTO,2017-03-23,tempORaL,RotATIVo,Logan Cook,retiRadO
