ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
592,Alex,Henry,1975-11-08,Masculino,"330 Hicks Well Apt. 330
Deanmouth, NY 83616",339-536-3790,onealphillip@example.com,"Surveyor, mining",Logística,2023-08-19,Temporal,Diurno,Yolanda Johnson,En licencia
593,Stacy,Barry,1990-01-15,Femenino,"2676 Smith Rest Suite 578
Nunezland, MP 90823",001-365-620-4502x7026,cruzhunter@example.com,Secondary school teacher,Mantenimiento,2022-12-12,Temporal,Diurno,Kevin Meyer,Retirado
594,Robert,Tucker,1981-06-02,Femenino,"17555 Richards Freeway Apt. 429
East Brandon, PA 71521",+1-209-364-5879x88474,vgardner@example.net,Farm manager,Producción,2015-12-31,Permanente,Rotativo,Maria Alvarez,En licencia
595,Wendy,Drake,1973-11-22,Femenino,"4497 Herrera Knolls Apt. 120
North Meredith, KS 84652",+1-637-423-2074x448,lisagarrett@example.com,Make,Mantenimiento,2020-01-02,Permanente,Rotativo,Michelle Benjamin,En licencia
596,Jeremy,Sweeney,1975-01-12,Femenino,"2916 Rebecca Extensions Apt. 030
West Jessica, MP 18537",961.949.5994x88893,rhondamoreno@example.org,"Scientist, marine",Administración,2016-03-24,Permanente,Rotativo,Joshua Howard,Retirado
597,Gary,Black,1989-04-30,Masculino,"3464 Bryant Club Apt. 281
North Victorshire, KS 12862",634-440-4809x5096,karenross@example.org,Public relations officer,Logística,2015-08-26,Permanente,Rotativo,Diane Gomez,Retirado
598,Karl,Mccarthy,1976-01-13,Masculino,"4516 Barr Prairie
Velezstad, MT 20766",592-595-4857x731,robert92@example.com,Physiotherapist,Administración,2015-01-10,Temporal,Rotativo,Craig Gomez,Retirado
599,Matthew,Villanueva,1970-01-11,Femenino,"04063 John Pike
Barbaraport, AR 67846",304-418-7293x73658,stuart28@example.com,Statistician,Administración,2022-06-17,Temporal,Rotativo,Terri Wilcox,En licencia
600,Jacqueline,Martin,1981-04-27,Masculino,"5309 Taylor Village Suite 474
East Julie, MT 34142",327-834-1606x119,allenjoshua@example.net,"Editor, magazine features",Calidad,2019-06-01,A tiempo parcial,Nocturno,Sue Rodriguez,Retirado
601,Melissa,Johnson,2002-03-03,Femenino,"USNV West
FPO AE 64701",+1-386-781-6225,timothygarza@example.net,Arts administrator,Mantenimiento,2022-01-29,Temporal,Diurno,Mark Burns Jr.,Activo
602,Juan,Webb,1975-01-15,Femenino,"7353 Nichols Street
Mariaview, ME 48708",561.436.3296,john00@example.net,Lawyer,Administración,2015-12-18,Permanente,Diurno,Emily Rivera,Activo
603,Zachary,Parrish,2004-07-12,Masculino,"0240 Mary Prairie
New Lisa, AL 55941",496.809.5968x53847,rachelstephenson@example.net,Visual merchandiser,Administración,2015-10-18,Temporal,Diurno,Allison Miller,Retirado
604,Meagan,Whitney,1972-07-05,Masculino,"1217 Harper Brook
Garciaburgh, FM 74051",(255)949-1815,kanderson@example.com,Holiday representative,Calidad,2014-10-06,A tiempo parcial,Rotativo,Amanda Maldonado,En licencia
605,Patricia,Miller,1993-07-10,Masculino,"82260 Davis Fort
South Laurenburgh, IL 30696",920.245.6276x2678,poolejonathan@example.net,"Administrator, education",Mantenimiento,2019-08-31,Temporal,Diurno,Richard Garcia,Retirado
606,Deanna,Fisher,1979-09-06,Femenino,"213 Gonzalez Pass Suite 292
South Nicholasfurt, CO 69180",+1-270-201-0795x170,wthomas@example.org,Metallurgist,Producción,2016-03-27,Temporal,Diurno,Jamie Smith,Retirado
607,Timothy,Fox,1984-09-15,Masculino,"9518 Kimberly Orchard
Michellemouth, NY 89025",001-903-458-5713x32419,jaredwheeler@example.org,Secretary/administrator,Producción,2015-06-21,A tiempo parcial,Diurno,Mrs. Heidi Fowler,En licencia
608,Roberto,Marshall,1967-06-14,Masculino,"48731 Nguyen Spur Suite 844
Alvinton, MD 54210",972-679-6565x5825,kirkhannah@example.net,Forest/woodland manager,Administración,2022-07-08,Temporal,Nocturno,Brittany Martin,Activo
609,Carrie,Wheeler,1996-05-14,Masculino,"7010 Jennifer Burg
Port Anthony, MP 59168",001-864-971-7321x51525,michael68@example.net,Adult guidance worker,Logística,2022-10-26,A tiempo parcial,Diurno,Sara Harrison,Activo
610,Brian,Nelson,1970-03-10,Masculino,"482 Kimberly View Apt. 377
Lewismouth, ME 04865",001-831-653-6340,gcruz@example.net,Financial risk analyst,Administración,2019-04-25,Temporal,Diurno,Chad Gray,En licencia
611,Stephanie,Humphrey,1999-06-20,Masculino,"8822 Smith Point Apt. 980
Stevensbury, KY 69516",001-839-611-1715x9976,scott93@example.org,Administrator,Logística,2024-05-05,A tiempo parcial,Nocturno,Emily Barr,En licencia
612,Daniel,Patel,1961-03-28,Masculino,"682 Marie Flats Apt. 456
East Lisabury, TX 71338",+1-375-243-4033,dawn43@example.com,Veterinary surgeon,Calidad,2023-08-22,A tiempo parcial,Rotativo,Autumn Oconnell,Activo
613,Curtis,Hall,2002-10-12,Masculino,"687 Mitchell Mills Apt. 554
Port Julie, ND 93586",989.477.8154x161,mhale@example.net,Radio broadcast assistant,Administración,2021-02-25,A tiempo parcial,Nocturno,Michelle Ochoa MD,En licencia
614,William,Cooper,1965-10-21,Femenino,"34712 Bell Corners Apt. 684
Port Cynthia, GU 45158",691-699-8487x56123,nsmith@example.net,Call centre manager,Producción,2021-07-16,Temporal,Diurno,Jessica Wiley,Activo
615,Ryan,Marshall,1981-02-08,Femenino,"65829 Joseph Glen Suite 871
West Davidberg, NJ 06392",562-253-2826x8741,vpadilla@example.net,Film/video editor,Administración,2023-12-20,A tiempo parcial,Diurno,Devon Kim,En licencia
616,Tyler,Rice,1993-11-21,Masculino,"64066 Jenna Locks
East Garyburgh, VA 70929",(690)506-2978x5234,ucole@example.net,"Radiographer, diagnostic",Calidad,2016-11-01,Temporal,Nocturno,Matthew Soto,En licencia
617,Manuel,Adams,1971-10-14,Femenino,"09686 Gary Mall Suite 998
Ianmouth, OH 37309",(822)573-7143x588,marymarshall@example.net,Tour manager,Administración,2015-02-19,A tiempo parcial,Nocturno,Megan Doyle,Activo
618,Christina,Garrison,1978-03-24,Masculino,"3861 Jacob Manors Apt. 982
North Deborah, CT 95753",785-415-9366,dyerbilly@example.net,Building surveyor,Administración,2022-12-24,A tiempo parcial,Nocturno,Marie Watson,Activo
619,Sarah,Hawkins,1980-06-28,Femenino,"8320 Salinas Manor Suite 159
East Jasonburgh, CA 27594",310-612-6701x584,james02@example.org,Public relations officer,Logística,2017-02-07,Temporal,Nocturno,Matthew Moreno MD,Retirado
620,Damon,Gardner,2000-03-05,Femenino,"19964 Rogers Harbors
East Gregory, MA 17571",8523829257,jasontaylor@example.com,"Surveyor, mining",Administración,2016-05-19,A tiempo parcial,Diurno,Katrina Miller,Activo
621,Adam,Carter,1965-12-29,Femenino,"7427 Fritz Shoal Apt. 624
Paynebury, UT 43134",870-454-3608x1924,mikeknight@example.net,"Lecturer, further education",Mantenimiento,2019-02-15,Temporal,Rotativo,Heather Horn,Retirado
622,James,Howell,2004-03-01,Femenino,"3249 Stephen Expressway
Portermouth, IN 49244",(554)768-8424x7787,smithrobyn@example.net,"Programme researcher, broadcasting/film/video",Calidad,2024-01-16,Permanente,Nocturno,Tammy Rollins,Activo
623,Lydia,Gonzalez,1997-01-06,Masculino,"995 Mandy Mews
Frazierside, MI 44432",297-349-6989x26835,qkoch@example.org,Ecologist,Mantenimiento,2023-07-17,Temporal,Diurno,Jasmine Sexton,Activo
624,Kimberly,Smith,1959-07-27,Femenino,"31251 Wanda Stream
Matthewview, UT 38388",+1-641-335-4299x4854,juan44@example.org,Animator,Logística,2016-05-16,Temporal,Nocturno,Shaun Miller,En licencia
625,David,Snyder,1975-12-26,Masculino,"92383 Derrick Parkways Suite 295
Fowlerberg, SC 28850",848-739-8773,rlynch@example.net,Chief Strategy Officer,Administración,2019-11-30,Temporal,Nocturno,Misty Maddox,Activo
626,Kenneth,Reynolds,1982-02-08,Femenino,"86229 Hoover Crossing
Jocelynchester, GA 44560",(879)678-0183x28312,nathanjones@example.com,Special effects artist,Producción,2023-03-20,A tiempo parcial,Rotativo,Elizabeth Salazar,En licencia
627,Micheal,Walsh,1983-03-24,Femenino,"4090 Donna Summit Suite 574
Jamesburgh, CO 97236",680.693.4910,evanssamuel@example.com,Television floor manager,Producción,2019-02-12,Permanente,Nocturno,Brittany Rice,Activo
628,Samantha,Miller,1978-03-17,Masculino,"16773 Kelly Roads Suite 116
West Aaronfurt, NV 49488",490-960-0770,eduardogarcia@example.com,Health promotion specialist,Administración,2022-11-16,Temporal,Nocturno,Patricia Lamb,Retirado
629,Amanda,Young,1965-07-05,Femenino,"75624 Lisa Shores
South Deborahfurt, PW 04050",(780)798-1053x0983,gabriel06@example.org,Financial adviser,Mantenimiento,2023-08-20,A tiempo parcial,Nocturno,Dustin Kim,Retirado
630,Trevor,Lewis,1994-02-03,Masculino,"PSC 2155, Box 6929
APO AP 42140",609-754-7934x48609,qzhang@example.com,Product/process development scientist,Producción,2023-09-05,A tiempo parcial,Rotativo,Mary Casey,En licencia
631,Rebekah,Woods,1987-01-24,Masculino,"56758 Stewart Creek
Justinhaven, OK 22188",701-816-8291,laurenmorris@example.net,Tourism officer,Logística,2024-01-21,A tiempo parcial,Nocturno,Melissa Craig,En licencia
632,Gary,Smith,1989-08-07,Masculino,"96600 Wright Row
Campbellview, MH 36365",(740)482-9798x503,andrewramos@example.org,"Engineer, aeronautical",Producción,2019-10-18,A tiempo parcial,Rotativo,Jacob Howe,Activo
633,Julia,Gonzalez,1965-06-03,Femenino,"19283 Kathy Spring
Port Robert, ND 53506",880.643.8991x3520,deanna47@example.net,"Buyer, industrial",Calidad,2024-06-12,Permanente,Rotativo,Thomas Steele,Activo
634,Christopher,Fischer,1984-03-09,Femenino,"710 Whitehead Squares
Port Jack, MN 87426",781-839-8180x99407,derekhardin@example.net,"Teacher, English as a foreign language",Administración,2019-11-19,A tiempo parcial,Rotativo,Christopher Mendoza,En licencia
635,Kevin,Garrett,1999-06-15,Masculino,"701 Shaw Vista
Gonzalesborough, TX 79739",(407)847-1014,kathryn32@example.org,Chemical engineer,Mantenimiento,2023-12-18,A tiempo parcial,Nocturno,Charles Gutierrez,Retirado
636,Mary,Castaneda,1966-12-04,Masculino,"65274 David Street Suite 051
Bridgestown, UT 27864",(876)215-3480x744,jsmith@example.org,"Engineer, maintenance",Logística,2019-04-28,Temporal,Nocturno,Alyssa Gonzalez,Activo
637,Nicholas,Bowers,1966-01-18,Masculino,"74646 Christopher Alley
Angelamouth, IN 99265",+1-760-364-6418x7915,xvillarreal@example.org,Applications developer,Logística,2022-08-10,Temporal,Rotativo,Mary Ruiz,Retirado
638,Amy,Serrano,1995-07-09,Masculino,"06034 Nicholas Crest
Farrellborough, HI 02722",001-694-499-1210x7406,ccantrell@example.org,Education administrator,Mantenimiento,2019-04-27,A tiempo parcial,Rotativo,Kathleen Morrison MD,Retirado
639,Matthew,Wade,1985-01-19,Femenino,"19990 Cabrera Burgs Suite 920
Port Tylermouth, VT 58224",+1-279-484-7831,ialexander@example.net,Research scientist (medical),Administración,2017-08-18,Temporal,Nocturno,Laura Perez,Retirado
640,Misty,Williams,2006-04-30,Masculino,"5041 Joseph Bypass Suite 629
Port Emmaburgh, VA 02396",401-478-2464,andre32@example.org,Make,Producción,2014-11-18,A tiempo parcial,Nocturno,Edward Smith,Retirado
641,Timothy,Russo,2001-04-30,Masculino,"424 Michael Shore Apt. 183
South Kari, SD 77959",595-479-7583x822,rrich@example.com,Translator,Administración,2015-02-13,Permanente,Nocturno,Suzanne Wood,Activo
642,Luis,Thomas,1973-04-17,Femenino,"905 Robinson Lake Apt. 509
Matthewside, VT 49968",+1-318-822-7824x7824,matthewperez@example.org,"Journalist, newspaper",Calidad,2024-04-10,Permanente,Diurno,Jason Edwards,Activo
643,Ryan,Lara,1997-02-23,Masculino,"69147 Mccormick Skyway Apt. 329
Johnsonmouth, HI 47180",(852)890-1086x46738,cindygeorge@example.net,Research scientist (maths),Calidad,2017-12-01,A tiempo parcial,Diurno,Beverly Gray,Activo
644,Caleb,Beard,2005-06-28,Femenino,"54227 Johnson Meadows Apt. 064
New Dawn, DE 82700",746-520-9810,joelmorales@example.com,"Engineer, materials",Administración,2015-04-16,Temporal,Nocturno,William Smith,Retirado
645,Russell,Snow,1976-02-11,Masculino,"2023 Horne Hollow Apt. 228
West Ashley, GU 23385",381.403.6169x81418,tomgordon@example.org,Counsellor,Administración,2019-09-29,Temporal,Rotativo,Joshua Figueroa,Retirado
646,Scott,Rodriguez,1973-03-27,Femenino,"3887 Ronald Mission
Townsendchester, NY 91776",724.987.2517x2586,edward59@example.net,Chief Executive Officer,Calidad,2019-03-23,Temporal,Nocturno,Christopher Paul,Activo
647,Sydney,Nelson,1986-05-17,Masculino,"USCGC Mccarty
FPO AP 08681",(203)881-7168x9691,katieknight@example.com,Marketing executive,Logística,2017-08-29,Permanente,Rotativo,Tammy Klein,En licencia
648,Lisa,Burnett,1962-05-27,Femenino,"72180 Schroeder Plains
Lake Davidmouth, NJ 53823",(338)460-0005,susanbaker@example.com,"Education officer, museum",Producción,2017-08-06,Temporal,Nocturno,Christopher Robinson,En licencia
649,Lindsey,Martinez,1967-07-22,Femenino,"61820 Jeanette Square Apt. 892
Port Michael, SC 30561",404-613-7419,kmay@example.com,Police officer,Producción,2018-03-15,A tiempo parcial,Rotativo,Andrew Walker,En licencia
650,Leah,Roberts,1963-03-04,Masculino,"166 Samantha Knolls Suite 521
Mullenview, MN 19945",(510)481-6092x41909,markfields@example.net,Retail buyer,Calidad,2022-07-31,A tiempo parcial,Rotativo,Brittany Montgomery,En licencia
651,Robert,Brown,1970-08-09,Femenino,"0029 Wilson Causeway
North Gregoryport, MO 52278",(983)233-4783x6731,traci02@example.com,Textile designer,Logística,2018-01-04,Temporal,Rotativo,Paula Hodge,Activo
652,David,Clark,1975-03-04,Femenino,"073 Ramirez Crossing Suite 177
North Adamberg, PA 22370",001-479-645-9653x95776,mcneilbrooke@example.org,Armed forces logistics/support/administrative officer,Administración,2014-11-05,Permanente,Nocturno,Sharon Hart,Activo
653,Kyle,Hall,1979-10-14,Masculino,"Unit 1866 Box 7431
DPO AA 80626",331-414-7204x6880,danielpalmer@example.org,Heritage manager,Producción,2024-01-07,Permanente,Nocturno,Crystal Smith,Activo
654,Raymond,Moore,1972-04-24,Femenino,"Unit 8486 Box 5504
DPO AE 54356",5668552660,alexandra51@example.com,Textile designer,Administración,2018-10-04,A tiempo parcial,Nocturno,Cameron Garcia,En licencia
655,Sandra,Welch,1973-11-02,Masculino,"77353 Friedman Circles
West Anthonyburgh, VI 30156",868.860.1171,gloria77@example.net,Naval architect,Logística,2023-11-12,Temporal,Rotativo,Chris Bowman,Activo
656,Dominique,Munoz,1974-11-13,Masculino,"PSC 7500, Box 5868
APO AA 24419",977.607.8790x47997,clinesharon@example.com,"Editor, film/video",Calidad,2018-02-03,A tiempo parcial,Rotativo,Mr. Jeremy Fitzgerald,Retirado
657,Danielle,Jordan,1976-06-04,Masculino,"35745 Reed Station
Amytown, MP 28478",+1-890-579-0949x4017,joshuaespinoza@example.org,Advice worker,Mantenimiento,2018-01-31,Permanente,Rotativo,Samantha Miller,Retirado
658,Jerry,Diaz,1993-01-26,Masculino,"0836 Jose Shores Suite 705
Josephborough, IN 25285",762-667-4465x99362,angela05@example.net,"Sound technician, broadcasting/film/video",Producción,2019-03-18,Temporal,Nocturno,Kelly Wilson,Activo
659,Brittany,Lopez,1993-07-29,Masculino,"4014 Adams Harbors Apt. 408
Joseshire, ND 48751",+1-611-532-3841,debraguzman@example.com,"Scientist, clinical (histocompatibility and immunogenetics)",Producción,2019-09-26,A tiempo parcial,Diurno,Richard Farmer,En licencia
660,Joshua,Myers,1983-07-02,Femenino,"91841 Crystal Rue Suite 749
Kimchester, MS 70094",942-792-2344x998,kellyannette@example.org,"Engineer, site",Mantenimiento,2019-06-07,Temporal,Diurno,Stephen Richard,En licencia
661,Marcus,Davis,1964-02-20,Masculino,"974 Johnson Wells
Smithport, WY 50391",+1-605-515-7408,khess@example.net,Cytogeneticist,Calidad,2017-11-10,Temporal,Rotativo,Carla Johnson,Activo
662,Eddie,Orr,1967-06-27,Femenino,"596 Chris Row Suite 866
Lake Jeremyborough, PA 74297",+1-687-842-1619,anna87@example.com,Leisure centre manager,Producción,2017-10-15,Temporal,Rotativo,David Drake,En licencia
663,Anna,Watson,1992-04-17,Femenino,"81907 Simon Park Apt. 396
New Linda, WY 32920",+1-735-465-2430x43358,travisbeasley@example.net,Waste management officer,Producción,2014-11-26,A tiempo parcial,Rotativo,Kristin Kane,En licencia
664,Phillip,Thomas,1968-09-09,Femenino,"771 Tyler Branch
Jacobstown, DC 18788",794-383-9243x02439,ryanmurray@example.org,Science writer,Calidad,2018-09-14,Permanente,Diurno,Larry Kent,Retirado
665,Cheryl,Wade,1993-08-03,Femenino,"1563 Waller Summit
Michaelbury, AK 37786",547-318-0889,dbutler@example.net,Social researcher,Mantenimiento,2014-07-09,A tiempo parcial,Nocturno,Mark Cook,Retirado
666,Nicholas,Wright,1984-10-08,Masculino,"3584 Lee Common
Masonfurt, MH 01556",473-224-3191x431,angela09@example.org,Site engineer,Calidad,2017-02-02,A tiempo parcial,Diurno,Mr. Tony Hawkins,Activo
667,Leon,Kelley,1994-05-25,Masculino,"11374 Amy Freeway
Petersonton, DC 56320",(978)428-0164x81932,tonya34@example.net,Air cabin crew,Mantenimiento,2018-03-05,A tiempo parcial,Rotativo,Richard Cain,En licencia
668,Kathy,Bender,2002-05-21,Femenino,"0598 Shannon Station Apt. 348
Christopherstad, FM 49961",361.801.4929x78899,sosatim@example.net,"Production designer, theatre/television/film",Mantenimiento,2020-12-20,A tiempo parcial,Rotativo,Miranda Mason,En licencia
669,Mark,Kelley,1991-06-27,Femenino,"Unit 9482 Box 7082
DPO AP 52279",544-988-3635x99490,stevencarter@example.com,Estate agent,Mantenimiento,2018-03-19,A tiempo parcial,Nocturno,Christina Dunn,Activo
670,Cory,Beltran,1999-03-20,Masculino,"4941 Johnny Ville Suite 542
Patrickshire, MA 63639",(489)222-0561x014,russelljames@example.net,Building control surveyor,Producción,2015-06-05,Temporal,Rotativo,Carl Green,Retirado
671,Brad,Williams,1976-08-15,Masculino,"2385 Sandoval Route
Devinview, CT 25259",(788)599-7543x10193,janice77@example.com,Training and development officer,Administración,2018-12-01,Permanente,Nocturno,Megan Hunter,Activo
672,Lori,Chang,1989-08-15,Masculino,"210 Santos Stravenue
West Laura, MI 94915",(685)316-7690x789,morrismisty@example.com,Metallurgist,Calidad,2023-05-15,A tiempo parcial,Rotativo,Robert Wilson,Activo
673,Nicholas,Martin,1991-09-28,Femenino,"9651 Jose Divide
Spencermouth, OK 69904",(257)714-4056x5424,scottgross@example.com,"Psychologist, sport and exercise",Producción,2020-12-05,Temporal,Nocturno,Melissa Lowe,Retirado
674,Tommy,Wong,1960-05-12,Masculino,"665 Gentry Gardens
New Scott, OH 83226",(586)501-8979,tammydavis@example.net,Armed forces operational officer,Producción,2016-07-28,Temporal,Rotativo,Tiffany Henry,Activo
675,Mark,Ramsey,1995-11-21,Femenino,"670 Alexander Oval
Port Veronicafort, NJ 49742",+1-968-474-2982x57490,burgessjames@example.net,Educational psychologist,Calidad,2017-01-25,Temporal,Rotativo,Juan Moreno,Retirado
676,Ryan,Joseph,1990-07-09,Femenino,"208 Rachel Light
West Daniel, MP 78473",757-519-2120x160,samuel31@example.org,"Surveyor, insurance",Producción,2020-05-19,Temporal,Diurno,Thomas Ellison,Retirado
677,Jamie,Hunter,1961-07-01,Femenino,"Unit 3589 Box 9510
DPO AE 71594",+1-499-514-3665x166,gowen@example.com,Arts development officer,Calidad,2017-06-14,Temporal,Diurno,Jeffrey Jackson,En licencia
678,James,Novak,1996-06-18,Femenino,"0067 Alexander Coves Apt. 164
North Barbara, AZ 70524",902-437-0005,lisahernandez@example.net,Production manager,Producción,2021-11-12,Temporal,Diurno,Melanie Martinez,Retirado
679,Jennifer,Hatfield,1965-06-05,Masculino,"518 Christopher Garden
West Carol, WA 33877",461-285-4916,melendezedward@example.net,"Accountant, chartered management",Administración,2019-10-26,A tiempo parcial,Rotativo,Vanessa Ross,En licencia
680,David,Cook,1982-08-17,Masculino,"17346 Stevens Turnpike Suite 943
Jonesland, RI 14168",(541)499-1914,cartertracy@example.com,Ergonomist,Mantenimiento,2019-04-15,Temporal,Nocturno,Paula Baker,Retirado
